tier,ATU_id,ATU_title,TMI_id,TMI_title,title_sim,doc_sim,shared
A,1140,Sleeping with Open Eyes,W111.1.1.3,Man Too Lazy To Open Eyes To See Where Fire Is Burning,0.512,0.368,2
A,737,"Who Will Be her Future Husband On New Year's Eve (Christmas Eve) a young woman foresees her future husband [D1825.1], a soldier",F451.9.3,Dwarfs Emigrate New Year's Eve Of 1800 To Return New Year's Eve Of 1900,0.509,0.371,3
A,1833C,'Where Was Christ when he Was Neither in Heaven nor on Earth',V211.2,Christ On Earth,0.509,0.427,2
A,293,The Debate of the Belly and the Members,A1391,Why Other Members Must Serve Belly,0.508,0.491,2
A,1860A,Lawyers in Hell,X316,Nero Has Reserved Place In Hell For Lawyers,0.508,0.424,2
A,201,The Lean Dog Prefers Liberty to Abundant Food and a Chain,F166.11,Abundant Food In Otherworld,0.508,0.445,2
A,804B*,The Tavern at Heaven's Gate,A661.0.1,Gate Of Heaven,0.507,0.387,2
A,1562D*,The Boy Goes to Sleep on his Job,K499.10,"Fox Pretends To Go To Work, But Goes Out To Sleep",0.506,0.354,2
A,809**,Old Man Repaid for Good Deeds,D1799.6,Magic Results From Performing Good Deeds,0.504,0.385,2
A,1282,House Burned Down to Rid it of Insects,Q486.1,Criminal's House Burned Down,0.502,0.380,2
A,903C*,Mother-in-law and Daughter-in-law,K1945.1.1,"Mother-In-Law's Head Is Shaven, Face Blackened And She Is Led Around City On Ass-Back As Only Cure For Malady Of Daughter-In-Law",0.502,0.410,3
B,532*,The Magic Ox,B184.2.2,Magic Ox,1.000,0.669,1
B,532*,The Magic Ox,B184.2.4,Magic Ox,1.000,0.669,1
B,246,Two Birds,A2434.1.1,Why Birds Are Everywhere,1.000,0.524,1
B,920D,The Four Princes,P30,Princes,1.000,0.605,1
B,1265*,Two for the Price of One,J2083.4,Ten For The Price Of Nine,1.000,0.360,1
B,1321D,Pickling the Grandmother,P292,Grandmother,1.000,0.422,1
B,1560**,'Is it Still Raining',J2716,How To Find If It Is Raining,1.000,0.615,1
B,1651A*,The Accidental Heiress,N310,Accidental Separations,1.000,0.479,1
B,1738D*,Alone in Heaven,F962.2,Fire From Heaven,1.000,0.435,1
B,1738D*,Alone in Heaven,A661,Heaven,1.000,0.383,1
B,1478,Nibbling the Nails,D1252.1.2,Magic Nails,0.918,0.435,1
B,178,The Faithful Animal Rashly Killed,B301,Faithful Animal,0.911,0.647,1
B,362*,The Devil's Kindness,W10,Kindness,0.874,0.369,1
B,803,The Devil in Chains,F863.2,Chains Of Fire,0.867,0.357,1
B,1464D*,Nothing to Cook,G303.3.1.13,Devil As Cook,0.867,0.500,1
B,231*,Animals Eat Each Other,A2435.2.1,Why Animals Eat Everything Without Salt,0.863,0.415,1
B,883C,The Boys with Extraordinary Names,X1506,The Extraordinary Names,0.855,0.412,1
B,406,The Cannibal,G11.5,Water Cannibal,0.837,0.380,1
B,779E*,The Dancers of Kolbeck,A166,Dancers Of The Gods,0.834,0.375,1
B,179A*,The Bear Pursues the Man,E261.4,Ghost Pursues Man,0.830,0.513,1
B,2204,The Dog's Cigar,D1261,Magic Cigar,0.829,0.589,1
B,1702A*,A Laconic Conversation,E545.1,Conversation Between The Dead,0.829,0.374,1
B,1468,Money in the Bible,V136,Bible,0.819,0.388,1
